# Constructed from biom file
#OTU ID	CAMDA2019_03TXLrIna_bracken	CAMDA2019_1Vapy1lcu_bracken	CAMDA2019_4GiLTLyqL_bracken	CAMDA2019_6K2P8XNab_bracken	CAMDA2019_9UxNkBsUB_bracken	CAMDA2019_A4Tkn3dX9_bracken	CAMDA2019_ajObxR7P1_bracken	CAMDA2019_B6hDSOaff_bracken	CAMDA2019_bAPBY3AHh_bracken	CAMDA2019_c1SjrQHf7_bracken	CAMDA2019_cA45yrbCp_bracken	CAMDA2019_cKL7xX3EZ_bracken	CAMDA2019_CL1lI9nin_bracken	CAMDA2019_F7waXDwRV_bracken	CAMDA2019_fDcwHrLnA_bracken	CAMDA2019_hATTKoyv0_bracken	CAMDA2019_hPJCTIwqO_bracken	CAMDA2019_HRyMKBUym_bracken	CAMDA2019_IxiSbR8Vi_bracken	CAMDA2019_K1IvsMwZ0_bracken	CAMDA2019_KRyPpwwID_bracken	CAMDA2019_lpQTWz3am_bracken	CAMDA2019_MFF61azo4_bracken	CAMDA2019_MspIkAOzT_bracken	CAMDA2019_OHdXt0n93_bracken	CAMDA2019_OSU080x0L_bracken	CAMDA2019_PoTC9MGmE_bracken	CAMDA2019_PZBrtdqbc_bracken	CAMDA2019_QNO6ArzjQ_bracken	CAMDA2019_qSkX1R2Gz_bracken	CAMDA2019_RDEZTuFJ0_bracken	CAMDA2019_S12fkE31f_bracken	CAMDA2019_V8PJQlOng_bracken	CAMDA2019_wJsZolv7O_bracken	CAMDA2019_Xianr4bpE_bracken	CAMDA2019_ya8Lwujnu_bracken	CAMDA2019_yDYzpI6z0_bracken	CAMDA2019_YwEqI6j3T_bracken	CAMDA2019_Z6k4utsJA_bracken	CAMDA2019_zEyFbEnFu_bracken	taxonomy
9604	1833142.0	889483.0	1733809.0	2157437.0	1474045.0	2869468.0	6269448.0	656387.0	468090.0	245766.0	852155.0	2631116.0	420891.0	759776.0	578276.0	82679.0	456169.0	1016521.0	1930129.0	505208.0	2859718.0	2711331.0	776014.0	591436.0	197523.0	9535210.0	232662.0	2143788.0	4392640.0	837859.0	2959152.0	490034.0	385708.0	1357373.0	396615.0	7910332.0	698842.0	196359.0	1139258.0	1865512.0	k__Eukaryota; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__; s__
3977	823.0	1606.0	193.0	6170.0	2277.0	4809.0	1687.0	9613.0	6164.0	472.0	4435.0	3531.0	13615.0	1397.0	1684.0	130.0	1575.0	2951.0	221.0	457.0	202.0	3029.0	3067.0	683.0	686.0	415.0	1638.0	6896.0	2624.0	5381.0	1738.0	399.0	536.0	1649.0	3349.0	1166.0	5511.0	204.0	1460.0	1175.0	k__Eukaryota; p__Streptophyta; c__; o__Malpighiales; f__Euphorbiaceae; g__; s__
31957	109220.0	58239.0	17547.0	48091.0	67896.0	12800.0	1036793.0	9373.0	15220.0	1558.0	77140.0	211377.0	40441.0	7075.0	106841.0	1346.0	36932.0	388493.0	282499.0	34813.0	30889.0	70597.0	512326.0	9740.0	9180.0	19876.0	5542.0	42826.0	384730.0	156908.0	222151.0	21914.0	3301.0	225203.0	12047.0	391725.0	26521.0	6972.0	341420.0	103900.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__; s__
85015	1140.0	5792.0	174.0	12493.0	871.0	21710.0	5240.0	5770.0	36417.0	1187.0	3775.0	24719.0	17038.0	14054.0	8469.0	148.0	12279.0	17943.0	1469.0	2032.0	4197.0	25981.0	12082.0	2646.0	1101.0	1586.0	2028.0	18457.0	12660.0	14185.0	5845.0	1153.0	1180.0	8833.0	4937.0	4824.0	9207.0	963.0	14267.0	6280.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__; s__
1268	18601.0	44830.0	7475.0	48492.0	103394.0	79280.0	102879.0	9851.0	12596.0	2859.0	151950.0	138015.0	8678.0	2163.0	54514.0	876.0	17781.0	249622.0	26041.0	23356.0	13253.0	77201.0	69133.0	30276.0	3366.0	9484.0	3712.0	79130.0	78466.0	36622.0	37768.0	34929.0	5281.0	44330.0	11490.0	57107.0	4925.0	48127.0	136245.0	52467.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__; s__
85023	2143.0	16919.0	606.0	15456.0	1428.0	19830.0	6931.0	12497.0	23285.0	2077.0	8724.0	32071.0	11070.0	9300.0	8289.0	188.0	24765.0	24268.0	2206.0	2209.0	54135.0	30793.0	12104.0	3706.0	6523.0	2014.0	1448.0	23389.0	16561.0	9103.0	7905.0	2125.0	1274.0	5994.0	3593.0	6285.0	11694.0	1316.0	12858.0	6598.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__; s__
145357	1190.0	1616.0	551.0	457.0	949.0	1631.0	6318.0	309.0	281.0	349.0	7060.0	3850.0	330.0	911.0	3504.0	67.0	1409.0	5056.0	568.0	585.0	771.0	1007.0	9383.0	419.0	205.0	131.0	172.0	500.0	5573.0	586.0	2353.0	266.0	342.0	1006.0	2268.0	2930.0	197.0	418.0	3073.0	1310.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae; g__; s__
85021	836.0	1644.0	360.0	4179.0	1565.0	3136.0	11842.0	882.0	2946.0	258.0	7603.0	13668.0	1434.0	311.0	2215.0	50.0	1494.0	13974.0	756.0	1142.0	94803.0	6061.0	9860.0	898.0	232.0	591.0	265.0	5131.0	12548.0	2196.0	4858.0	552.0	506.0	2517.0	844.0	6938.0	752.0	948.0	5979.0	2882.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__; s__
85020	541.0	1234.0	128.0	3657.0	876.0	2579.0	4741.0	943.0	974.0	128.0	4624.0	12213.0	498.0	731.0	1114.0	29.0	641.0	5303.0	548.0	891.0	1827.0	11855.0	1682.0	771.0	99.0	1021.0	104.0	6991.0	5375.0	1113.0	6779.0	662.0	170.0	1000.0	213.0	3404.0	831.0	982.0	2736.0	2109.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Dermabacteraceae; g__; s__
85019	204.0	514.0	55.0	692.0	407.0	697.0	3243.0	304.0	176.0	32.0	731.0	2312.0	202.0	76.0	436.0	9.0	226.0	1035.0	642.0	199.0	593.0	1840.0	1806.0	151.0	46.0	437.0	36.0	775.0	1475.0	292.0	3885.0	135.0	59.0	1043.0	38.0	873.0	324.0	92.0	1934.0	412.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Brevibacteriaceae; g__; s__
85016	69.0	308.0	7.0	1675.0	51.0	587.0	219.0	139.0	778.0	68.0	287.0	1818.0	921.0	152.0	177.0	33.0	130.0	422.0	28.0	112.0	302.0	2352.0	339.0	93.0	30.0	126.0	155.0	1998.0	2031.0	442.0	359.0	132.0	48.0	142.0	215.0	204.0	328.0	93.0	343.0	448.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Cellulomonadaceae; g__; s__
85017	63.0	1115.0	9.0	765.0	44.0	2780.0	345.0	132.0	383.0	64.0	391.0	1840.0	810.0	100.0	148.0	16.0	93.0	426.0	45.0	139.0	148.0	1263.0	209.0	1007.0	60.0	75.0	60.0	1013.0	1092.0	503.0	442.0	137.0	35.0	134.0	93.0	361.0	183.0	89.0	300.0	358.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Promicromonosporaceae; g__; s__
125316	29.0	307.0	17.0	797.0	132.0	650.0	416.0	129.0	289.0	29.0	132.0	2816.0	164.0	47.0	88.0	4.0	52.0	340.0	17.0	248.0	1174.0	333.0	91.0	86.0	13.0	45.0	25.0	235.0	1187.0	199.0	1238.0	83.0	29.0	132.0	29.0	396.0	65.0	125.0	500.0	605.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Beutenbergiaceae; g__; s__
